company-externalId,company-name,company-locationName,company-locationCountry,company-locationZipCode,company-phone,company-website,company-document,company-note
300260-8094-10264,Leads United Brussels,Belgium,,,32 (0)3 466 01 88 ,,,"Description: LEWIS PR offers Leads United internationalisation
Leads United 
Increase in scale thanks to take-over
Aartselaar, 28 October 2009 - Leads United, a communication consultancy agency from the Antwerp area, has today signed a contract for take-over by LEWIS PR, an international full-service communication agency, specialising in social media and PR campaigns. The LEWIS PR Group, with 38 offices worldwide, is a real international player with a large number of international clients. 

Following the take-over, all shares will come into the hands of LEWIS PR. The present management of Leads United will from the office in Aartselaar, continue its responsibilities as before, based on the existing strategy.

The combination of Leads United and LEWIS PR will lead to a comprehensive solution for Global PR with various target groups on a worldwide scale. This take-over means a considerable increase in scale for Leads United and implementation of its 2006 strategy: internationalisation.

The Antwerp communication agency has already been on the Belgian market for 16 years and with its 16 staff is one of the top Belgian communication agencies. Leads United serves national and international clients in different sectors. The team specialises in Internal Communication, Media Relations, Crisis Communication and Online Communication. Together with LEWIS PR's Dutch office, offering similar services with 22 staff, Leads United is a strong and balanced Benelux formation.

The Leads United brand will continue to exist for the time being. 

""We are pleased with today's announcement"" says Dian Wahlen, Managing Director of Leads United.  ""By merging with LEWIS PR we have implemented one of our strategic objectives, namely internationalisation. This offers a challenging arena for our clients, a bigger critical mass,  wider career prospects for our staff and financial stability for the organisation. Leads United and LEWIS PR share a common vision and our respective services are fully complementary. LEWIS PR fits in perfectly with our corporate culture and vision for the future, which will make the integration to run smoothly. Thanks to our united forces we expect to be able to position ourselves even better on the worldwide market. We are pleased to be able to direct our growth further with the help of the extra opportunities that the LEWIS PR Group offers us.""

""This is an important step for LEWIS PR in Europe and in particular for Benelux. Leads United has a fantastic reputation in this region,"" says Yvonne Van Bokhoven, VP Western Europe at LEWIS PR. ""LEWIS PR has already been in the Benelux for over 9 years and has 25 staff. With the experienced team of Leads United in Belgium on board we are a very strong Benelux team, one of the best in the sector at the moment. We are therefore convinced that this acquisition will enrich all those involved.""

About Leads United
Leads United, ( www.leadsunited.com) a communication consultancy agency operating in the Benelux countries, has a clear goal in view: to bring and maintain the brands, ideas and activities of our clients to the attention of the right target groups. Leads United was set up in 1993 and at present has 16 staff. The core business includes media relations, internal communication and crisis communication. For each of these disciplines Leads United has developed specific expertise in the field of social media (blogging, RSS feeds, podcasts, wikis, videocasts, etc.). Leads United has its own training institute,
"
300298-4948-1759,Courir,France - Paris,FR,75009,0,,,
300351-4455-13140,sante-digitale.fr,Paris,,,,,,
300475-2487-1148,TBWA XL,,,75 009,0156023560,,,
300512-8741-6191,Mission,,,W1D 3DS,+44 (0) 207 845 7800 ,www.mission-media.co.uk,,
300527-7003-13196,Pertemps,England,, EC3A 4AA,020 7621 1304,,,
300657-9992-8142,Juice PR,England,,NW1 9DP,020 7485 8364,www.juicepr.co.uk,,
300845-6050-5202,Nokia 1,England,,,01480 434 343,,,
300867-4238-14308,Sciterion,England,,KT7 0QJ,02036753975,http://www.sciterion.eu/,,
300898-6845-14352,jager & jager,Germany,,88662,+4975519480900,http://www.jaegerundjaeger.de/,,
300905-5061-1678,Adzuna,"London, United Kingdom",,,,,,
300994-2180-1615,SparkUp,France - France,FR,75010,0,,,
301049-6841-13192,The Genuine Gemstone Company,England - United Kingdom,GB," B98 9HF, ",+44 1527 406100,,,
301068-4515-15173,LadyCPR,England - United Kingdom,GB,NW8 8EH,07966519777,www.ladycpr.com,,
301211-7238-5237,Liliane Frette communication,,,75008,01 42 56 60 60,no,,"Description: sport et beaute

Be carrfeul the email is @relationpresse.com, 
helpful to find peopole
"
301261-2087-13115,Inaria,,,,,,,
301288-8547-12118,Tag:pac,,,LS2 7JU,,http://www.tag-pac.com/,,
301318-5964-11117,IFP Qatar,,,,+974 432 9900,,,
301328-4986-10336,Zanox 2,France - France,FR,75002,33(0)177454600,,,
301434-5498-1551,Hugo & Marie,United States of America - United States of America,US,11201,+1646-454-9959,,,
301542-1558-1678,Smartzer,"London, United Kingdom",,,,,,
301584-3936-12291,Puma,England,,,020 7299 8500,,,
301706-3190-866,Government,England,,,,,,"Description: Please enter ALL candidates who work for misc MPs here so we can keep them in one place, regardless of whether they are Westminster or Local Government based.




LABOUR - NEWS
07.01.08 PRW - Gordon Brown has appointed Brunswick Group chief executive Stephen Carter as his chief of strategy.  Carter, former chief executive of Ofcom, will be the Prime Minister’s principal special advisor at 10 Downing Street.  He will be in charge of political strategy communications and research and the policy unit at Number 10.
18.01.08 PRW - The Labour Party's head of press and broadcasting, Jo Murray, is to join Fishburn Hedges as associate director.  
01.03.08 PRW - Prime minister Gordon Brown has hired the campaigns and comms director from consumer group Which? Nick Stace to be his special advisor on strategic communications.
27.03.08 PRW - Long-serving Brown aide Spencer Livermore previously helped with most of Brown's key speeches - but he left Downing Street.  Currently Brown's chief speech writer is former Treasury civil servant Beth Russell, although the PM has inc­reasingly been relying on his close friend Colin Currie - a doctor by trade - to draft his speeches.  Carter is understood to have made tentative contact with a trio of Tony Blair's speech writers - Peter Hyman, David Bradshaw and Phil Collins - to see if they are interested in ret­urning to Number 10.
28.03.08 PRW - new head of press and broadcasting. Press officer Roger Baker has been promoted up to the role, replacing Jo Murray who moved to Fishburn Hedges earlier this year.
31.03.08 PRW - Fleishman Hillard hired a senior Labour Party press officer, Tim Nuthall.  He will join the agency's Brussels office after three years at the Labour Party press office.
03.04.08 PRW - Former MD of London radio network LBC Mark Flanagan has been named head of digital comms, with a brief to overhaul Prime Minister Gordon Brown's lacklustre web strategy.  He will go head-to-head with Tory digital guru Rishi Saha in the run-up to the next election.
22.05.08 PRW - Gordon Brown's latest digital comms moves have been widely panned by bloggers and PROs, who claimed his web outreach 'smacks of gimmickry and desperation'. Despite reams of coverage in the nationals for this online version of prime minister's questions, well-known bloggers have criticised the moves as too little too late.
12.06.08 PRW - Number 10's chief press officer will be filled by the head of news at the Foreign and Commonwealth Office (FCO) while the former is on maternity leave.  When Emily Hands leaves her job in July, long-standing FCO head of news Tom Hoskin will take over in her absence.  Gordon Brown's top media handlers are Mike Ellam and special adviser on press Damian McBride, both former Treasury aides.
26.06.08 PRW - Gordon Brown's outgoing political secretary Fiona Gordon is teaming up with a Labour press officer, Steve McCabe, in a new political consultancy service.
26.06.08 PRW - Gordon Brown's chief speechwriter has resigned, prompting the Prime Minister's top advisers to scour Whitehall in a 'desperate' bid to find a replacement.  Beth Russell, one of Brown's most trusted aides, will return to the Treasury in late July.
02.07.08 PRW - Gordon Brown has been hit by another exit from his comms team, with head of strategic communications Martin Sheehan becoming the latest senior figure to quit Number 10.  Sheehan will join Portland PR, becoming an associate partner at the agency.
15.09.08 PRW - Gordon Brown has hired a new
"
301869-2040-1557,Interbrand Berlin,Germany - Germany,DE,D-10178 ,+493024084101,,,
301887-5948-1678,Specle,"London, United Kingdom",,,,,,
302079-1073-654,Quality Personnel,,,,01727 811633,http://www.qualitypersonnel.co.uk,,
302085-5269-12216,DSM Food Specialties,England,,,311 5279 2685,,,
302177-4766-9127,Saatchi&Saatchi Interactive,,,93200,+331 48 13 40 00,,,
302192-2537-1642,L'Equipe 3,France - France,FR,92102,0140932008,,,
302250-8257-8211,Corban Advertising,United Arab Emirates,,,971 4 3902326,,,
302318-6761-11245,RosettaWishbone,United States of America,,10016,646-486-9701,http://www.wishbone-itp.com/,,
302450-3701-16355,Nespresso France,France - France ,FR,75015,0172062222,,,
302502-8193-1678,Eventstagram (now crowd reactive),"London, Greater London, United Kingdom",,,,,,
302768-8160-7214,Pure Public Relations,,,W1W 6RH,0207 580 0444,www.purepr.com,,"Description: American Crew
Burt's Bees
California Tan
Emporio Home.co.uk
French Connection
HQ Hair
Kenneth Turner
Kevin Murphy
Method - People Against Dirty
Nina Campbell
Phillip Kingsley
The Pimplico Road
Seboni - Cornish Spa Specialists
Sia
True Grace

"
302806-2716-8193,Property Generic,England,,,,,,
302810-5794-13112,AnalogFolk 1,England,,EC1R 4SX,(0)2076848444,,,
302850-6342-16323,Abide Financial,,,,,,,
302868-7817-9149,The NewsMarket,England,,W1T 1DN,.20.7580.8330,,,"Description: The NewsMarket is a web-based video marketing and distribution platform. We enable companies and organizations to take advantage of the video revolution by making it easy for them to distribute video content they create to different target audiences as part of their communications.
Around the clock and around the globe, we use digital technology tools to bring together a vibrant community of video consumers - broadcast and online journalists, bloggers, employees, investors - and some of the world's leading brands and organizations.

"
302946-7721-17155,KAUST (King Abdullah University of Science & Technology),Saudi Arabia - Saudi Arabia,SA,0000,+966128083428,https://www.kaust.edu.sa/en,,
302980-2332-1678,Tutorfair,"London, United Kingdom",,,,,,
302983-9478-877,BTL,United Arab Emirates,,502223,+971 4 390 2780 ,www.btl.ae,,
303062-3993-13113,DMG Media Limited,London - United Kingdom,GB,W8 5TT,02079386000,www.dmgt.com/companies/dmg+media,,"Description: dmg media is a leading multi-channel consumer media company which is home to some of the UK’s most popular brands, including the Daily Mail, MailOnline, The Mail on Sunday, Metro, Wowcher, Jobsite and Jobrapido. Part of DMGT, dmg media’s portfolio of national newspapers, websites and mobile and tablet applications regularly reaches more than 55%* of the GB adult population. 

With more than 100 years’ heritage in newspaper publishing, we are dedicated to delivering engaging content, news and information, wherever and whenever people need it. 

At dmg media talented individuals can go as far and as fast as their ambition and ability will allow them. Working for us means you can achieve your goals working for a leading global media company. 

*Source: NRS PADD (Jan-Dec 2012)

Specialties
Media, News, Insight, Entertainment

Company Size
1001-5000 employees

Founded
2008
"
303258-3284-5139,Frost and Sullivan 2,,,SW1W ODH,0207 343 8383,www.frost.com,,"Description: Frost & Sullivan's Healthcare practice provides global industry analysis, market research & forecasts, and insights to help your firm address current business trends and challenges, identify new technologies and take advantage of opportunities for growth. Our global team of industry experts, consultants, market analysts, and research executives monitor the drug discovery, clinical diagnostics, pharmaceuticals, patient monitoring, healthcare IT, medical imaging, and medical device markets. Our team also provides custom consulting and growth consulting (strategy consulting), providing a complete range of growth services, including the identification of opportunities, strategy formulation, & implementation support.
"
