position-title,job_no,cli_no,Cont_externalID,position-startDate,position-type,position-owner,position-headcount,position-note,position-actualSalary,salary_to,position_currency,position-contractLength,position-payRate
Spec IFA,2406,1509,13473,1-Apr-2009,PERMANENT,JTW,1,"External_ID: 2406
Job Status: STOP
Status_Date: 2009-07-17
Benefits: ",0,0,Sterling,0,F
Paraplanner,2407,421,3615,1-Apr-2009,PERMANENT,JW ,1,"External_ID: 2407
Job Status: STOP
Status_Date: 2009-08-19
Benefits: Excellent",18000,20000,Sterling,0,F
Account Manager,2408,603,5089,1-Apr-2009,PERMANENT,GD ,1,"External_ID: 2408
Job Status: STOP
Status_Date: 2009-05-29
Benefits: ",35000,40000,Sterling,0,F
Potential Vacancy,2409,1236,10610,2-Apr-2009,PERMANENT,JW ,1,"External_ID: 2409
Job Status: STOP
Status_Date: 2009-06-03
Benefits: ",0,0,Sterling,0,F
Broker Consultant- S Yorks Speculative,2410,13,1064,2-Apr-2009,PERMANENT,GD ,1,"External_ID: 2410
Job Status: STOP
Status_Date: 2009-06-22
Benefits: ",0,0,Sterling,0,F
IFA - Edinburgh,2411,416,13497,2-Apr-2009,PERMANENT,AB ,1,"External_ID: 2411
Job Status: STOP
Status_Date: 2009-08-18
Benefits: ",0,0,Sterling,0,F
Financial Consultant,2412,413,3606,2-Apr-2009,PERMANENT,GR ,2,"External_ID: 2412
Job Status: FILLED
Status_Date: 2009-06-23
Benefits: ",25000,29000,Sterling,0,F
Paraplanner,2413,1507,13426,2-Apr-2009,PERMANENT,JW ,1,"External_ID: 2413
Job Status: STOP
Status_Date: 2009-06-02
Benefits: ",18000,21000,Sterling,0,F
EB Senior Level Midlands,2414,349,12147,2-Apr-2009,PERMANENT,JW ,1,"External_ID: 2414
Job Status: STOP
Status_Date: 2009-04-03
Benefits: ",0,0,Sterling,0,F
Paraplanner,2415,463,12216,2-Apr-2009,PERMANENT,JW ,1,"External_ID: 2415
Job Status: STOP
Status_Date: 2009-06-02
Benefits: Excellent",20000,25000,Sterling,0,F
BDM,2416,13,-99913,2-Apr-2009,PERMANENT,GD ,1,"External_ID: 2416
Job Status: STOP
Status_Date: 2009-05-12
Benefits: ",40000,60000,Sterling,0,F
Spec,2417,1518,34828,3-Apr-2009,PERMANENT,IG ,1,"External_ID: 2417
Job Status: STOP
Status_Date: 2013-06-18
Benefits: ",0,0,Sterling,0,F
EB New Business Consultant Midlands,2418,349,13511,3-Apr-2009,PERMANENT,IG ,1,"External_ID: 2418
Job Status: STOP
Status_Date: 2013-06-18
Benefits: ",0,0,Sterling,0,F
FPM - Swansea,2419,49,6121,3-Apr-2009,PERMANENT,GR ,1,"External_ID: 2419
Job Status: LOST
Status_Date: 2009-04-03
Benefits: ",0,0,Sterling,0,F
FPM - South Yorks,2420,43,13526,3-Apr-2009,PERMANENT,GR ,1,"External_ID: 2420
Job Status: STOP
Status_Date: 2010-02-02
Benefits: ",0,0,Sterling,0,F
Financial Consultant,2421,563,4464,6-Apr-2009,PERMANENT,GR ,2,"External_ID: 2421
Job Status: STOP
Status_Date: 2013-04-16
Benefits: ",25000,0,Sterling,0,F
BDM London,2422,13,-99913,6-Apr-2009,PERMANENT,GD ,1,"External_ID: 2422
Job Status: FILLED
Status_Date: 2009-05-28
Benefits: ",38000,40000,Sterling,0,F
IFA,2423,438,9456,6-Apr-2009,PERMANENT,GR ,1,"External_ID: 2423
Job Status: STOP
Status_Date: 2011-11-17
Benefits: ",30000,0,Sterling,0,F
IFA - London,2424,89,13382,7-Apr-2009,PERMANENT,AB ,1,"External_ID: 2424
Job Status: STOP
Status_Date: 2015-03-16
Benefits: ",0,0,Sterling,0,F
IFA - London,2425,1374,11576,7-Apr-2009,PERMANENT,AB ,1,"External_ID: 2425
Job Status: STOP
Status_Date: 2009-08-18
Benefits: ",0,0,Sterling,0,F
IFA - London,2426,1398,11643,7-Apr-2009,PERMANENT,AB ,1,"External_ID: 2426
Job Status: STOP
Status_Date: 2015-03-16
Benefits: ",0,0,Sterling,0,F
IFA - London,2427,1528,13557,7-Apr-2009,PERMANENT,AB ,1,"External_ID: 2427
Job Status: STOP
Status_Date: 2009-08-18
Benefits: ",0,0,Sterling,0,F
BDM,2428,170,13436,7-Apr-2009,PERMANENT,JLS,1,"External_ID: 2428
Job Status: LOST
Status_Date: 2009-09-07
Benefits: ",40000,45000,Sterling,0,F
FC - Newcastle,2429,560,10725,7-Apr-2009,PERMANENT,GR ,1,"External_ID: 2429
Job Status: STOP
Status_Date: 2009-05-19
Benefits: ",0,0,Sterling,0,F
Account Manager - Speculative,2430,55,-99955,7-Apr-2009,PERMANENT,GD ,1,"External_ID: 2430
Job Status: STOP
Status_Date: 2009-04-21
Benefits: ",0,0,Sterling,0,F
Ifa,2431,1534,13588,8-Apr-2009,PERMANENT,JTW,1,"External_ID: 2431
Job Status: STOP
Status_Date: 2010-02-05
Benefits: ",0,0,Sterling,0,F
Speculative,2432,502,4171,8-Apr-2009,PERMANENT,JW ,1,"External_ID: 2432
Job Status: STOP
Status_Date: 2009-08-19
Benefits: ",0,0,Sterling,0,F
IFA,2433,431,13549,9-Apr-2009,PERMANENT,JTW,1,"External_ID: 2433
Job Status: STOP
Status_Date: 2009-07-17
Benefits: ",0,0,Sterling,0,F
Paraplanner,2434,438,7626,9-Apr-2009,PERMANENT,JLS,1,"External_ID: 2434
Job Status: LOST
Status_Date: 2014-03-24
Benefits: ",28000,32000,Sterling,0,F
Speculative,2435,485,6505,9-Apr-2009,PERMANENT,JW ,1,"External_ID: 2435
Job Status: STOP
Status_Date: 2009-06-02
Benefits: ",0,0,Sterling,0,F
Partnership Relationship Manager- London,2436,170,13436,9-Apr-2009,PERMANENT,GD ,1,"External_ID: 2436
Job Status: STOP
Status_Date: 2009-05-28
Benefits: ",0,58500,Sterling,0,F
BDM- London,2437,170,-999170,14-Apr-2009,PERMANENT,GD ,1,"External_ID: 2437
Job Status: STOP
Status_Date: 2010-03-10
Benefits: ",44000,64000,Sterling,0,F
ASM - Ayrshire,2438,43,13254,14-Apr-2009,PERMANENT,GR ,1,"External_ID: 2438
Job Status: LOST
Status_Date: 2009-05-19
Benefits: ",0,0,Sterling,0,F
New Business Consultant,2439,417,3559,14-Apr-2009,PERMANENT,JW ,1,"External_ID: 2439
Job Status: STOP
Status_Date: 2010-02-02
Benefits: ",0,0,Sterling,0,F
Financial Planner,2440,1542,13646,14-Apr-2009,PERMANENT,JTW,1,"External_ID: 2440
Job Status: STOP
Status_Date: 2010-02-05
Benefits: ",0,0,Sterling,0,F
New Business Consultant - Leeds,2441,61,13681,15-Apr-2009,PERMANENT,AB ,1,"External_ID: 2441
Job Status: STOP
Status_Date: 2010-02-23
Benefits: ",0,0,Sterling,0,F
"BDM- Direct, London 20280695",2442,170,14230,15-Apr-2009,PERMANENT,JLS,1,"External_ID: 2442
Job Status: LOST
Status_Date: 2009-09-07
Benefits: ",46000,54000,Sterling,0,F
Regional Sales Manager - Birmingham,2443,20,-99920,16-Apr-2009,PERMANENT,GD ,1,"External_ID: 2443
Job Status: STOP
Status_Date: 2009-06-24
Benefits: ",50000,65000,Sterling,0,F
Financial Planning Manager,2444,413,5249,16-Apr-2009,TEMPORARY,JW ,1,"External_ID: 2444
Job Status: STOP
Status_Date: 2009-12-14
Benefits: 400 A Month Car Allowance + Pension",24000,28500,Sterling,0,F
IFA - Private Clients,2445,59,13698,16-Apr-2009,PERMANENT,GR ,3,"External_ID: 2445
Job Status: STOP
Status_Date: 2010-01-29
Benefits: ",0,0,Sterling,0,F
Senior Level Advisor,2446,556,10812,16-Apr-2009,PERMANENT,JW ,1,"External_ID: 2446
Job Status: STOP
Status_Date: 2011-09-22
Benefits: ",0,0,Sterling,0,F
Advisor,2447,1537,13631,17-Apr-2009,PERMANENT,JW ,1,"External_ID: 2447
Job Status: STOP
Status_Date: 2010-02-02
Benefits: ",0,0,Sterling,0,F
IFA - N West,2448,89,2208,17-Apr-2009,PERMANENT,GR ,1,"External_ID: 2448
Job Status: STOP
Status_Date: 2010-01-29
Benefits: ",35000,0,Sterling,0,F
Spec Role,2449,417,5014,20-Apr-2009,PERMANENT,GR ,1,"External_ID: 2449
Job Status: STOP
Status_Date: 2010-01-29
Benefits: ",0,0,Sterling,0,F
Paraplanner,2450,1514,13662,20-Apr-2009,PERMANENT,JLS,1,"External_ID: 2450
Job Status: LOST
Status_Date: 2009-09-07
Benefits: ",25000,35000,Sterling,0,F
Senior Level Advisor,2451,59,13453,20-Apr-2009,PERMANENT,GR ,1,"External_ID: 2451
Job Status: STOP
Status_Date: 2011-09-22
Benefits: ",0,0,Sterling,0,F
Potential Paraplanner,2452,1265,10718,20-Apr-2009,PERMANENT,JW ,1,"External_ID: 2452
Job Status: STOP
Status_Date: 2009-06-16
Benefits: ",0,0,Sterling,0,F
Corp Pensions Consultant,2453,24,-99924,20-Apr-2009,PERMANENT,GD ,1,"External_ID: 2453
Job Status: STOP
Status_Date: 2010-03-10
Benefits: Car Allowance, Pension, Healthcare",50000,55000,Sterling,0,F
IFA - Midlands,2454,417,3559,20-Apr-2009,PERMANENT,AB ,1,"External_ID: 2454
Job Status: STOP
Status_Date: 2009-08-12
Benefits: ",0,0,Sterling,0,F
Pensions Development Manager - South East,2455,19,15298,21-Apr-2009,PERMANENT,GD ,1,"External_ID: 2455
Job Status: STOP
Status_Date: 2009-08-25
Benefits: Car- £385 Per Month, 5% Pension. Commission Capped- £85k",40000,45000,Sterling,0,F
Speculative,2456,1322,13743,21-Apr-2009,PERMANENT,JW ,1,"External_ID: 2456
Job Status: STOP
Status_Date: 2009-06-02
Benefits: ",0,0,Sterling,0,F
Sales Support - 6 Month Contract,2457,28,11954,21-Apr-2009,PERMANENT,JW ,1,"External_ID: 2457
Job Status: STOP
Status_Date: 2009-08-19
Benefits: + EXCELLENT Bens",15000,18000,Sterling,0,F
Administrator - Maternity Contract,2458,86,-99986,22-Apr-2009,PERMANENT,JW ,1,"External_ID: 2458
Job Status: STOP
Status_Date: 2009-07-09
Benefits: ",0,0,Sterling,0,F
Private Client Adviser,2459,1562,13776,22-Apr-2009,PERMANENT,AB ,1,"External_ID: 2459
Job Status: STOP
Status_Date: 2009-08-18
Benefits: ",0,0,Sterling,0,F
Private Client Adviser,2460,1564,13780,22-Apr-2009,PERMANENT,AB ,1,"External_ID: 2460
Job Status: STOP
Status_Date: 2009-08-18
Benefits: ",0,0,Sterling,0,F
Worcester FA,2461,81,4205,22-Apr-2009,PERMANENT,JW ,1,"External_ID: 2461
Job Status: STOP
Status_Date: 2009-07-16
Benefits: ",0,0,Sterling,0,F
Administrator,2462,1221,11056,23-Apr-2009,PERMANENT,JW ,1,"External_ID: 2462
Job Status: STOP
Status_Date: 2009-07-09
Benefits: ",0,0,Sterling,0,F
IFA,2463,1553,13727,23-Apr-2009,PERMANENT,JTW,1,"External_ID: 2463
Job Status: STOP
Status_Date: 2009-07-17
Benefits: ",0,0,Sterling,0,F
Sales Consultant- Essex,2464,55,14048,23-Apr-2009,PERMANENT,GD ,1,"External_ID: 2464
Job Status: STOP
Status_Date: 2009-04-28
Benefits: ",36000,42000,Sterling,0,F
Sales Consultant- Berkshire,2465,55,14239,23-Apr-2009,PERMANENT,GD ,1,"External_ID: 2465
Job Status: LOST
Status_Date: 2015-09-16
Benefits: ",30000,40000,Sterling,0,F
SPEC,2466,504,3079,23-Apr-2009,PERMANENT,JW ,1,"External_ID: 2466
Job Status: LOST
Status_Date: 2009-07-16
Benefits: ",0,0,Sterling,0,F
Intermediary Sales Consultant,2467,412,13834,24-Apr-2009,PERMANENT,GD ,1,"External_ID: 2467
Job Status: FILLED
Status_Date: 2009-08-18
Benefits: ",55000,60000,Sterling,0,F
IFA,2468,1382,13024,27-Apr-2009,PERMANENT,JTW,1,"External_ID: 2468
Job Status: STOP
Status_Date: 2009-07-17
Benefits: ",0,0,Sterling,0,F
Payroll Coordinator,2469,1584,13941,27-Apr-2009,PERMANENT,JF ,1,"External_ID: 2469
Job Status: FILLED
Status_Date: 2009-05-07
Benefits: Health Care, Pension",20000,22000,Sterling,0,F
Broker Consultant - Nottingham,2470,25,9672,27-Apr-2009,PERMANENT,GD ,1,"External_ID: 2470
Job Status: FILLED
Status_Date: 2009-05-15
Benefits: ",30000,40000,Sterling,0,F
BDM Speculative,2471,426,6565,27-Apr-2009,PERMANENT,GD ,1,"External_ID: 2471
Job Status: FILLED
Status_Date: 2009-11-23
Benefits: ",50000,60000,Sterling,0,F
Financial Advsior - Donc / Barns,2472,413,5210,27-Apr-2009,PERMANENT,GR ,1,"External_ID: 2472
Job Status: STOP
Status_Date: 2010-02-02
Benefits: ",0,0,Sterling,0,F
Sales Consultant,2473,50,11109,27-Apr-2009,PERMANENT,JW ,1,"External_ID: 2473
Job Status: FILLED
Status_Date: 2009-05-21
Benefits: EXCELLENT",18000,22000,Sterling,0,F
Management Accountant,2474,1575,13991,28-Apr-2009,PERMANENT,JF ,1,"External_ID: 2474
Job Status: STOP
Status_Date: 2009-10-13
Benefits: Car, Healthcare, Pension, Bonus",40000,45000,Sterling,0,F
Pensions Specialist,2475,25,9672,28-Apr-2009,PERMANENT,GD ,1,"External_ID: 2475
Job Status: STOP
Status_Date: 2009-05-05
Benefits: ",0,0,Sterling,0,F
Account Manager- Scotland,2476,50,1662,28-Apr-2009,PERMANENT,GD ,1,"External_ID: 2476
Job Status: STOP
Status_Date: 2009-06-22
Benefits: ",35000,40000,Sterling,0,F
Paraplanner,2477,59,6936,28-Apr-2009,PERMANENT,JLS,1,"External_ID: 2477
Job Status: LOST
Status_Date: 2009-09-07
Benefits: ",28000,32000,Sterling,0,F
Account Manager - London,2478,1055,-9991055,28-Apr-2009,PERMANENT,JLS,1,"External_ID: 2478
Job Status: LOST
Status_Date: 2009-09-07
Benefits: ",35000,40000,Sterling,0,F
Group Accountant,2479,1604,14084,29-Apr-2009,PERMANENT,JF ,1,"External_ID: 2479
Job Status: STOP
Status_Date: 2009-05-05
Benefits: 10% Bonus, Pension",45000,47000,Sterling,0,F
IFA,2480,68,-99968,29-Apr-2009,PERMANENT,JW ,1,"External_ID: 2480
Job Status: FILLED
Status_Date: 2009-09-22
Benefits: ",0,0,Sterling,0,F
IFA,2481,1502,13366,30-Apr-2009,PERMANENT,GR ,1,"External_ID: 2481
Job Status: STOP
Status_Date: 2010-01-29
Benefits: ",0,0,Sterling,0,F
IFA - Home Based - 80% Split,2482,1624,14212,30-Apr-2009,PERMANENT,GR ,1,"External_ID: 2482
Job Status: FILLED
Status_Date: 2011-02-22
Benefits: ",0,0,Sterling,0,F
Client Account Executive,2483,170,9256,30-Apr-2009,PERMANENT,JW ,1,"External_ID: 2483
Job Status: STOP
Status_Date: 2009-08-19
Benefits: Excellent",20000,29000,Sterling,0,F
Private Client Executive,2484,170,9256,30-Apr-2009,PERMANENT,JW ,1,"External_ID: 2484
Job Status: STOP
Status_Date: 2009-07-09
Benefits: Excellent",20000,29000,Sterling,0,F
EB SPEC,2485,438,14235,30-Apr-2009,PERMANENT,JW ,1,"External_ID: 2485
Job Status: LOST
Status_Date: 2009-07-20
Benefits: ",0,0,Sterling,0,F
IFA Spec,2486,417,5014,30-Apr-2009,PERMANENT,JW ,1,"External_ID: 2486
Job Status: STOP
Status_Date: 2009-07-20
Benefits: ",0,0,Sterling,0,F
EB Spec (Scotland),2487,447,9705,30-Apr-2009,PERMANENT,JW ,1,"External_ID: 2487
Job Status: STOP
Status_Date: 2009-07-16
Benefits: ",0,0,Sterling,0,F
Financial Planning Manager,2488,413,5210,1-May-2009,PERMANENT,JW ,1,"External_ID: 2488
Job Status: STOP
Status_Date: 2009-12-14
Benefits: Car Allowance, Pension",24000,28500,Sterling,0,F
BDM-360,2489,13,-99913,1-May-2009,PERMANENT,GD ,1,"External_ID: 2489
Job Status: FILLED
Status_Date: 2009-06-22
Benefits: ",40000,45000,Sterling,0,F
Desk Based Sales Consultant,2490,28,11954,1-May-2009,PERMANENT,JW ,1,"External_ID: 2490
Job Status: FILLED
Status_Date: 2009-06-15
Benefits: Excellent",18000,20000,Sterling,0,F
IFA East Midlands,2491,1262,10708,5-May-2009,PERMANENT,JW ,1,"External_ID: 2491
Job Status: STOP
Status_Date: 2010-02-02
Benefits: ",0,0,Sterling,0,F
Speculative,2492,450,12864,5-May-2009,PERMANENT,JW ,1,"External_ID: 2492
Job Status: STOP
Status_Date: 2009-06-02
Benefits: ",0,0,Sterling,0,F
Funds Pricing & ValuationsTeam Member,2493,454,13927,5-May-2009,PERMANENT,JF ,6,"External_ID: 2493
Job Status: STOP
Status_Date: 2009-12-21
Benefits: Overtime x1.5, Acca, 1500 On IAQ, Pension",15000,17000,Sterling,0,F
BDM- Aberdeen,2494,19,-99919,5-May-2009,PERMANENT,GD ,1,"External_ID: 2494
Job Status: STOP
Status_Date: 2009-05-19
Benefits: ",35000,40000,Sterling,0,F
Collective Investments Accounting Manager,2495,454,13935,6-May-2009,PERMANENT,JF ,2,"External_ID: 2495
Job Status: STOP
Status_Date: 2010-09-13
Benefits: Pension, Parking",25000,45000,Sterling,0,F
Financial Advisor,2496,49,14396,6-May-2009,PERMANENT,JW ,1,"External_ID: 2496
Job Status: STOP
Status_Date: 2009-12-14
Benefits: ",23000,30000,Sterling,0,F
Paraplanner,2497,1382,13024,6-May-2009,PERMANENT,JLS,1,"External_ID: 2497
Job Status: LOST
Status_Date: 2010-01-14
Benefits: ",0,0,Sterling,0,F
SWFPM - HNW Advsior,2498,564,10853,6-May-2009,PERMANENT,GR ,1,"External_ID: 2498
Job Status: FILLED
Status_Date: 2010-02-02
Benefits: ",0,0,Sterling,0,F
Private Channell FPM,2499,43,11315,6-May-2009,PERMANENT,GR ,1,"External_ID: 2499
Job Status: LOST
Status_Date: 2009-07-10
Benefits: ",0,0,Sterling,0,F
SPEC - Aberdeen,2500,332,6909,7-May-2009,PERMANENT,JW ,1,"External_ID: 2500
Job Status: LOST
Status_Date: 2009-07-16
Benefits: ",0,0,Sterling,0,F
SPEC,2501,1382,119,7-May-2009,PERMANENT,JW ,1,"External_ID: 2501
Job Status: LOST
Status_Date: 2009-07-16
Benefits: ",0,0,Sterling,0,F
IFA,2502,1064,13177,7-May-2009,PERMANENT,JTW,1,"External_ID: 2502
Job Status: STOP
Status_Date: 2009-07-17
Benefits: ",0,0,Sterling,0,F
Finance Manager,2503,1713,14533,8-May-2009,PERMANENT,JF ,1,"External_ID: 2503
Job Status: FILLED
Status_Date: 2009-05-27
Benefits: ",25000,28000,Sterling,0,F
Finance Manager,2504,1580,14285,8-May-2009,PERMANENT,JF ,1,"External_ID: 2504
Job Status: FILLED
Status_Date: 2009-05-27
Benefits: ",35000,40000,Sterling,0,F
ASM Stafford,2505,43,-99943,11-May-2009,PERMANENT,JW ,1,"External_ID: 2505
Job Status: STOP
Status_Date: 2010-02-02
Benefits: ",0,0,Sterling,0,F
Speculative,2506,603,5089,11-May-2009,PERMANENT,GD ,1,"External_ID: 2506
Job Status: STOP
Status_Date: 2009-06-22
Benefits: ",35000,40000,Sterling,0,F
Systems Accoutant,2507,1704,14482,11-May-2009,PERMANENT,JF ,1,"External_ID: 2507
Job Status: FILLED
Status_Date: 2009-05-26
Benefits: ",35000,40000,Sterling,0,F
Finance Administrator,2508,1703,14508,11-May-2009,PERMANENT,JF ,1,"External_ID: 2508
Job Status: FILLED
Status_Date: 2009-05-29
Benefits: ",13000,15000,Sterling,0,F
Private Banking Manager - North West,2509,43,8515,11-May-2009,PERMANENT,GR ,5,"External_ID: 2509
Job Status: STOP
Status_Date: 2013-04-16
Benefits: ",45000,55000,Sterling,0,F
Private Banking Manager - North West,2509,43,-99943,11-May-2009,PERMANENT,GR ,5,"External_ID: 2509
Job Status: STOP
Status_Date: 2013-04-16
Benefits: ",45000,55000,Sterling,0,F
Senior Account Manager - London,2510,1055,-9991055,12-May-2009,PERMANENT,JLS,1,"External_ID: 2510
Job Status: LOST
Status_Date: 2009-09-07
Benefits: ",40000,0,Sterling,0,F
Account Manager - Bristol,2511,603,5089,12-May-2009,PERMANENT,GD ,1,"External_ID: 2511
Job Status: STOP
Status_Date: 2009-10-02
Benefits: ",35000,40000,Sterling,0,F
Director-Designate,2512,636,14592,12-May-2009,PERMANENT,JTW,1,"External_ID: 2512
Job Status: STOP
Status_Date: 2009-07-17
Benefits: ",0,0,Sterling,0,F
IFA Midlands,2513,43,10657,13-May-2009,PERMANENT,JW ,1,"External_ID: 2513
Job Status: STOP
Status_Date: 2011-09-22
Benefits: ",0,0,Sterling,0,F
PA,2514,28,11954,13-May-2009,PERMANENT,JW ,1,"External_ID: 2514
Job Status: STOP
Status_Date: 2009-06-16
Benefits: EXCELLENT",22000,26000,Sterling,0,F
Financial Advisor,2515,81,4554,14-May-2009,PERMANENT,JW ,1,"External_ID: 2515
Job Status: LOST
Status_Date: 2009-07-01
Benefits: Car Allowance 3,700.",28000,30000,Sterling,0,F
Paraplanner,2516,1491,12744,14-May-2009,PERMANENT,JW ,1,"External_ID: 2516
Job Status: STOP
Status_Date: 2009-07-09
Benefits: ",0,0,Sterling,0,F
Management Accountant - P/Q,2517,1802,14796,14-May-2009,PERMANENT,JF ,1,"External_ID: 2517
Job Status: STOP
Status_Date: 2009-10-13
Benefits: ",22000,24000,Sterling,0,F
Junior Management Accountant,2518,1802,14796,14-May-2009,PERMANENT,JF ,1,"External_ID: 2518
Job Status: STOP
Status_Date: 2009-10-13
Benefits: ",18000,20000,Sterling,0,F
Business Development Manager - East Midlands,2519,84,-99984,14-May-2009,PERMANENT,GD ,1,"External_ID: 2519
Job Status: FILLED
Status_Date: 2009-07-16
Benefits: ",40000,45000,Sterling,0,F
Investment Specialist - Spec,2520,50,-99950,15-May-2009,PERMANENT,GD ,1,"External_ID: 2520
Job Status: STOP
Status_Date: 2010-02-09
Benefits: ",45000,65000,Sterling,0,F
IFA Birm Private Clients,2522,59,6936,18-May-2009,PERMANENT,JW ,1,"External_ID: 2522
Job Status: STOP
Status_Date: 2010-02-04
Benefits: ",0,0,Sterling,0,F
FPM Leeds,2523,568,14681,18-May-2009,PERMANENT,JW ,1,"External_ID: 2523
Job Status: STOP
Status_Date: 2010-02-04
Benefits: ",0,0,Sterling,0,F
Systems Accountant,2524,1579,13914,18-May-2009,PERMANENT,JF ,1,"External_ID: 2524
Job Status: FILLED
Status_Date: 2009-07-02
Benefits: ",30000,40000,Sterling,0,F
IFA - North East,2525,1444,11973,19-May-2009,PERMANENT,GR ,1,"External_ID: 2525
Job Status: FILLED
Status_Date: 2010-02-22
Benefits: ",0,0,Sterling,0,F
PBM - Sheffield/Chesterfield,2526,43,-99943,19-May-2009,PERMANENT,JW ,1,"External_ID: 2526
Job Status: STOP
Status_Date: 2010-02-04
Benefits: ",0,0,Sterling,0,F
IFA,2527,81,4554,19-May-2009,PERMANENT,JTW,1,"External_ID: 2527
Job Status: STOP
Status_Date: 2009-07-17
Benefits: ",0,0,Sterling,0,F
Finance Director,2528,1863,14954,19-May-2009,PERMANENT,JF ,1,"External_ID: 2528
Job Status: STOP
Status_Date: 2009-10-13
Benefits: Bonus, Pension, Profit Share",40000,55000,Sterling,0,F
Management Accountant,2529,1682,14414,20-May-2009,PERMANENT,JF ,1,"External_ID: 2529
Job Status: FILLED
Status_Date: 2009-07-02
Benefits: Pension, Bonus, Death In Service",38000,40000,Sterling,0,F
Financial Controller,2530,1869,14980,20-May-2009,PERMANENT,JF ,1,"External_ID: 2530
Job Status: STOP
Status_Date: 2009-07-02
Benefits: ",40000,45000,Sterling,0,F
IFA General Scotland,2531,497,14990,20-May-2009,PERMANENT,JW ,1,"External_ID: 2531
Job Status: STOP
Status_Date: 2010-02-02
Benefits: ",0,0,Sterling,0,F
IFA,2532,495,14963,21-May-2009,PERMANENT,JTW,1,"External_ID: 2532
Job Status: STOP
Status_Date: 2009-07-17
Benefits: ",0,0,Sterling,0,F
Sales Support,2533,170,9256,21-May-2009,PERMANENT,JLS,1,"External_ID: 2533
Job Status: LOST
Status_Date: 2009-09-07
Benefits: ",0,0,Sterling,0,F
Paraplanner,2534,1888,15052,21-May-2009,PERMANENT,JW ,1,"External_ID: 2534
Job Status: FILLED
Status_Date: 2009-06-03
Benefits: ",18000,22500,Sterling,0,F
Legal Cashier,2535,1578,-9991578,22-May-2009,PERMANENT,JF ,1,"External_ID: 2535
Job Status: STOP
Status_Date: 2009-05-29
Benefits: ",20000,210000,Sterling,0,F
Financial Advisor - Employed + Car + Pension,2536,568,12715,22-May-2009,PERMANENT,GR ,1,"External_ID: 2536
Job Status: FILLED
Status_Date: 2010-03-30
Benefits: ",31000,80000,Sterling,0,F
Spec Credit Controller,2537,1571,13899,26-May-2009,PERMANENT,JF ,1,"External_ID: 2537
Job Status: LOST
Status_Date: 2009-09-28
Benefits: ",18000,21000,Sterling,0,F
Financial Services Administrator,2538,1934,15196,27-May-2009,PERMANENT,JW ,1,"External_ID: 2538
Job Status: STOP
Status_Date: 2009-07-09
Benefits: ",16000,18000,Sterling,0,F
Account Manager,2539,25,9997,28-May-2009,PERMANENT,GD ,2,"External_ID: 2539
Job Status: FILLED
Status_Date: 2009-12-22
Benefits: ",35000,35000,Sterling,0,F
Mortgage Advisor,2540,1951,15238,28-May-2009,PERMANENT,JW ,0,"External_ID: 2540
Job Status: STOP
Status_Date: 2009-07-16
Benefits: ",0,0,Sterling,0,F
possible London Role,2541,25,9672,28-May-2009,PERMANENT,GD ,1,"External_ID: 2541
Job Status: STOP
Status_Date: 2009-07-16
Benefits: ",35000,45000,Sterling,0,F
Interim Finance Controller,2542,1959,15263,29-May-2009,PERMANENT,JF ,1,"External_ID: 2542
Job Status: STOP
Status_Date: 2009-07-30
Benefits: ",35000,40000,Sterling,0,F
IFA,2543,1080,15267,29-May-2009,PERMANENT,JW ,1,"External_ID: 2543
Job Status: STOP
Status_Date: 2011-09-22
Benefits: ",0,0,Sterling,0,F
Sales Consultant,2544,50,13454,29-May-2009,PERMANENT,JW ,1,"External_ID: 2544
Job Status: STOP
Status_Date: 2009-06-16
Benefits: ",0,0,Sterling,0,F
Area Manager (Leeds/Manc),2545,1382,119,29-May-2009,PERMANENT,JW ,1,"External_ID: 2545
Job Status: LOST
Status_Date: 2010-02-04
Benefits: ",0,0,Sterling,0,F
