company-externalId,company-name,company-locationName,company-locationAddress,company-locationCity,company-locationState,company-locationCountry,company-locationZipCode,company-phone,company-fax,company-website,company-document,company-note
2662,ITL Indo-Trans Corporation,"Room#B, 4th, Pansodan Road (MiddleBlock)","Room#B, 4th, Pansodan Road (MiddleBlock)",Yangon,,MM,,(951) 533 187,,http://www.itlvn.com/,,"BH Company ID:2662
Address 2: (Hotel K Apartment) No. 190/194.
Date Added: 06-09-2016
Company Description:ITL is dedicated to the goal of being the premier regional solutions provider for integrated Logistics, Freight & transports management and Aviation Services. By playing an essential role in our clients’ businesses and delivering value added services throughout the supply chain with the highest quality service and the highest integrity, we aimed for complete customer satisfaction at all times.
Date Founded: 1999
Status: Negotiation
Ownership: Private
Company Overview: ITL was established in 1999 by 6 experts in freight forwarding and integrated logistics. Now we have more than 350 staffs with offices in Ho Chi Minh, Hanoi, Hai Phong, Da Nang (Vietnam), Vientiane (Laos), Phnompenh (Cambodia), Bangkok (Thailand) and Singapore. 
LinkedIn: 09979690362
"
2663,Bergen Marine & Offshore Pte Ltd.,Bergen Marine & Offshore Pte Ltd.-Singapore,Bergen Marine & Offshore Pte Ltd.-Singapore,,,SG,,,,http://www.bergenmarine.com/,,"BH Company ID:2663
Date Added: 06-09-2016
Company Description:In ensuring and complying to International Standard and Quality Management, our company has acheived the prestigious ISO 9001: 2000 Quality Management System Certification. We are committed to deliver quality products and services in meeting our valued customers' requirements and expectation, hence every step and stage of our supply and service processes stringent quality control is assured without compromising our effort and strive of a responsible supply-chain partner. We are not just another supplier or vendor by choice rather an important strategic partner to your logistics and operation efficiency. 

We have the resources, manpower, technical expertise and network of offices worldwide that can offer very competitive rates, prices and faster turn-around time for vessels, oil rigs, FPSO and FSO Vessels in dry-docking, refurbishing, retrofitting, conversion and repair in this region.
Status: Passive Account
Ownership: Private
Company Overview: BERGEN MARINE & OFFSHORE PTE LTD prime objective is to provide a 'One-Stop' Marine and Offshore Solution to our valued clients in their global search for products, equipments, logistics, provisions, engineering and services for their vessels plying worldwide maritime routes and offshore activities both upstream exploration and downstream production requirements. 
"
2664,Titan Construction Management,Titan Construction Management-United Kingdom,Titan Construction Management-United Kingdom,,,GB,,+44(0)844 997 7000,,http://titangroup.uk.com/,33-co-doc.pdf,"BH Company ID:2664
Date Added: 06-09-2016
Status: Qualified Lead
Company Overview: At Group we understand every facet of construction, facilities management and building maintenance thanks to our diverse professional backgrounds. Our group of partners has extensive experience not only in residential and commercial property and construction, but also in financial services, development and the legal professions.

Such varied backgrounds have allowed us to pool our skill sets and develop a unique approach to property maintenance, one that's different from all our competitors. This customer-centric approach has evolved from a deeply held belief that the UK maintenance industry is fragmented and poorly served.

Our mission is to consolidate a comprehensive range of services under one roof and offer our customers an unrivalled, transparent service. Our work ethic and commitment to excellence is underpinned by Our Five Core Values. These principles stand at the heart of everything we do.

If you would like information regarding becoming an approved supplier to Titan Group please click here 
"
2665,Ernst & Yong (UTW Myanmar Ltd),"Classic Strand Condominium, No.693/701","Classic Strand Condominium, No.693/701",Yangon,,MM,,01371293,01371895,www.ey.com,,"BH Company ID:2665
Address 2: Room(10-A) (10th Floor), Merchant Road
Date Added: 06-10-2016
Company Description:Locally, we are committed to doing our part in building a better working world for our people, for our clients and for our communities.

Globally, we are also united by our shared values, which inspire our people worldwide and guide them to do the right thing, and our commitment to quality, which is embedded in who we are and everything we do.
Status: Passive Account
Company Overview: EY is a global leader in assurance, tax, transactions and advisory services.
Twitter: 01371895
LinkedIn: 01371604
"
2666,Micro Empire,Micro Empire-Myanmar,Micro Empire-Myanmar,Yangon,,MM,,,,http://www.micro-empire.com/#foto-back,,"BH Company ID:2666
Date Added: 06-11-2016
Status: Qualified Lead
Ownership: Private
Company Overview: We are focusing on Myanmar women and youth with our programs because they are the backbone of a healthy economy. We will offer training in both financial literacy and lean businesses startup as well as incubation services for micro businesses with a chance for investments.
 
We've been aiding the development of Myanmar people in Micro Business since 2012. Our Executive Director and Founder Ryan Russell founded a boutique business startup and micro finance program in Yangon that helped hundreds of Myanmar people understand how to start businesses. That journey continues with Micro Empire.
 
Through our previous experience with Micro Businesses we learned that people in Myanmar really need to understand their personal finances to be able to make good decisions for their families. We decided to develop personal finance training to help people get a handle on what they could do with what they have and also when they needed to borrow money and why. We also saw that people needed someone to stick with them closer for a longer period of time after they started their businesses. To have someone that would help them overcome hurdles at different stages of their businesses. So we decided to invest our money in fewer businesses with more impact. To really grow these businesses instead of watching them struggle.
"
2669,SBI Life Insurance Company,SBI Life Insurance Company-India,SBI Life Insurance Company-India,Mumbai,,IN,,,,http://www.sbilife.co.in/,,"BH Company ID:2669
Date Added: 06-13-2016
Date Founded: 2001
Status: Qualified Lead
Ownership: Private
Company Overview: SBI Life Insurance is a joint venture between State Bank of India and BNP Paribas Cardif. SBI owns 74% of the total capital and BNP Paribas Cardif the remaining 26%. SBI Life Insurance has an authorized capital of Rs. 2,000 crores and a paid up capital of Rs 1,000 crores.

 
"
2670,K.C. Lau & Co,"207A Thomson Rd, Singapore","207A Thomson Rd, Singapore",,,SG,,+65 63546410,,,,"BH Company ID:2670
Date Added: 06-13-2016
Status: Unqualified
Ownership: Private
"
2671,Harrow International School Bangkok,"45 Soi Kosumruamchai 14 Sikun,","45 Soi Kosumruamchai 14 Sikun,",Bangkok,,TH,,(+66) 2503 7222,(+66) 2503 7223,www.harrowschool.ac.th,,"BH Company ID:2671
Address 2: Don Muang
Date Added: 06-13-2016
Status: Qualified Lead
"
2672,Novo Nordisk,Novo Nordisk Pharma Operations (BASEA),Novo Nordisk Pharma Operations (BASEA),,,MY,,(+6) 03 2265 7300,(+6) 03 2276 5163,http://www.novonordisk.com/,,"BH Company ID:2672
Date Added: 06-14-2016
Status: Qualified Lead
Ownership: Private
Company Overview: Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care. This heritage has given us experience and capabilities that also enable us to help people defeat other serious chronic conditions: haemophilia, growth disorders and obesity.

Headquartered in Denmark, Novo Nordisk employs approximately 41,600 people in 75 countries and markets its products in more than 180 countries.
"
2673,CDC Group 1,CDC Group-United Kingdom,CDC Group-United Kingdom,,,GB,,+44 (0)20 7963 4700,,http://www.cdcgroup.com/Get-in-touch/Contact/,,"BH Company ID:2673
Date Added: 06-14-2016
Status: Qualified Lead
Company Coverage: enquiries@cdcgroup.com
Ownership: Private
"
2674,FUMAR MACHINERY PTE LTD,FUMAR MACHINERY PTE LTD-Singapore,FUMAR MACHINERY PTE LTD-Singapore,,,SG,,(65) 6261 2088,(65) 6261 3088,http://www.fumarsg.com/,,"BH Company ID:2674
Date Added: 06-14-2016
Date Founded: 1987
Status: Qualified Lead
Company Coverage: Fumar@singnet.com.sg
Ownership: Private
Company Overview: FUMAR MACHINERY PTE LTD was established in 1987 to provide machinery, spares and repair services for the marine, shipping and ship-repairing industry. Within a short time, its business volume increased so tremendously that three subsidiary companies, FUMAR ENGINEERING PTE LTD and FUMAR MARINE SERVICES PTE LTD were incorporated.
FUMAR's remarkable performance stems from its tenacious commitment to excellence, a tradition that it maintained till today. At FUMAR, we give customers the best.
"
2675,MGI Alliance Singapore PAC ( formerly known as MGI Menon & Associates),MGI Alliance Singapore PAC ( formerly known as MGI Menon & Associates)-Singapore,MGI Alliance Singapore PAC ( formerly known as MGI Menon & Associates)-Singapore,,,SG,,,,http://www.mgiworld.com/,,"BH Company ID:2675
Date Added: 06-14-2016
Status: Qualified Lead
Ownership: Private
Company Overview: Global network of accounting firms
MGI Worldwide is a global association of independent audit, tax and accounting firms. A Top 20 ranked international accounting network with some 5,000 independent auditors, accountants and tax experts in over 250 locations.

Together our members are committed to providing an effective alternative to the big accounting firms, helping many clients set up and grow their business locally, regionally and internationally.   Read about MGI Worldwide and our regional accounting networks in Africa, Asia, Australasia, Europe, Latin America, Middle East & North Africa, North America & UK & Ireland.
"
